Imagen,Etiqueta
"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.22745098 0.22745098 0.22745098]
  [0.21568628 0.21568628 0.21568628]
  [0.20784314 0.20784314 0.20784314]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.22745098 0.22745098 0.22745098]
  [0.21568628 0.21568628 0.21568628]
  [0.20784314 0.20784314 0.20784314]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.22352941 0.22352941 0.22352941]
  [0.21568628 0.21568628 0.21568628]
  [0.20392157 0.20392157 0.20392157]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]",Severe
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",Severe
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",Severe
"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.19215687 0.19215687 0.19215687]
  [0.16470589 0.16470589 0.16470589]
  [0.14509805 0.14509805 0.14509805]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.19215687 0.19215687 0.19215687]
  [0.16862746 0.16862746 0.16862746]
  [0.14901961 0.14901961 0.14901961]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.19215687 0.19215687 0.19215687]
  [0.16862746 0.16862746 0.16862746]
  [0.14901961 0.14901961 0.14901961]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]",Severe
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",Severe
"[[[0.4627451  0.4627451  0.4627451 ]
  [0.45882353 0.45882353 0.45882353]
  [0.45882353 0.45882353 0.45882353]
  ...
  [0.36078432 0.36078432 0.36078432]
  [0.35686275 0.35686275 0.35686275]
  [0.34901962 0.34901962 0.34901962]]

 [[0.4627451  0.4627451  0.4627451 ]
  [0.45882353 0.45882353 0.45882353]
  [0.45490196 0.45490196 0.45490196]
  ...
  [0.3647059  0.3647059  0.3647059 ]
  [0.36078432 0.36078432 0.36078432]
  [0.3529412  0.3529412  0.3529412 ]]

 [[0.4627451  0.4627451  0.4627451 ]
  [0.45490196 0.45490196 0.45490196]
  [0.4509804  0.4509804  0.4509804 ]
  ...
  [0.36862746 0.36862746 0.36862746]
  [0.36078432 0.36078432 0.36078432]
  [0.3529412  0.3529412  0.3529412 ]]

 ...

 [[0.00784314 0.00784314 0.00784314]
  [0.01176471 0.01176471 0.01176471]
  [0.01176471 0.01176471 0.01176471]
  ...
  [0.01176471 0.01176471 0.01176471]
  [0.00784314 0.00784314 0.00784314]
  [0.00784314 0.00784314 0.00784314]]

 [[0.00784314 0.00784314 0.00784314]
  [0.01176471 0.01176471 0.01176471]
  [0.01176471 0.01176471 0.01176471]
  ...
  [0.01176471 0.01176471 0.01176471]
  [0.00784314 0.00784314 0.00784314]
  [0.00392157 0.00392157 0.00392157]]

 [[0.00784314 0.00784314 0.00784314]
  [0.01176471 0.01176471 0.01176471]
  [0.01176471 0.01176471 0.01176471]
  ...
  [0.01176471 0.01176471 0.01176471]
  [0.00784314 0.00784314 0.00784314]
  [0.00392157 0.00392157 0.00392157]]]",Severe
"[[[0.34509805 0.34509805 0.34509805]
  [0.34901962 0.34901962 0.34901962]
  [0.35686275 0.35686275 0.35686275]
  ...
  [0.4862745  0.4862745  0.4862745 ]
  [0.47843137 0.47843137 0.47843137]
  [0.4745098  0.4745098  0.4745098 ]]

 [[0.34509805 0.34509805 0.34509805]
  [0.3529412  0.3529412  0.3529412 ]
  [0.35686275 0.35686275 0.35686275]
  ...
  [0.4862745  0.4862745  0.4862745 ]
  [0.48235294 0.48235294 0.48235294]
  [0.4745098  0.4745098  0.4745098 ]]

 [[0.34509805 0.34509805 0.34509805]
  [0.3529412  0.3529412  0.3529412 ]
  [0.35686275 0.35686275 0.35686275]
  ...
  [0.4862745  0.4862745  0.4862745 ]
  [0.48235294 0.48235294 0.48235294]
  [0.4745098  0.4745098  0.4745098 ]]

 ...

 [[0.         0.         0.        ]
  [0.00392157 0.00392157 0.00392157]
  [0.03137255 0.03137255 0.03137255]
  ...
  [0.37254903 0.37254903 0.37254903]
  [0.36862746 0.36862746 0.36862746]
  [0.36078432 0.36078432 0.36078432]]

 [[0.         0.         0.        ]
  [0.00392157 0.00392157 0.00392157]
  [0.03137255 0.03137255 0.03137255]
  ...
  [0.37254903 0.37254903 0.37254903]
  [0.3647059  0.3647059  0.3647059 ]
  [0.36078432 0.36078432 0.36078432]]

 [[0.         0.         0.        ]
  [0.00392157 0.00392157 0.00392157]
  [0.03137255 0.03137255 0.03137255]
  ...
  [0.37254903 0.37254903 0.37254903]
  [0.3647059  0.3647059  0.3647059 ]
  [0.36078432 0.36078432 0.36078432]]]",Severe
"[[[0.1254902  0.1254902  0.1254902 ]
  [0.1254902  0.1254902  0.1254902 ]
  [0.1254902  0.1254902  0.1254902 ]
  ...
  [0.30588236 0.30588236 0.30588236]
  [0.29411766 0.29411766 0.29411766]
  [0.2784314  0.2784314  0.2784314 ]]

 [[0.1254902  0.1254902  0.1254902 ]
  [0.1254902  0.1254902  0.1254902 ]
  [0.1254902  0.1254902  0.1254902 ]
  ...
  [0.30588236 0.30588236 0.30588236]
  [0.29411766 0.29411766 0.29411766]
  [0.2784314  0.2784314  0.2784314 ]]

 [[0.1254902  0.1254902  0.1254902 ]
  [0.12941177 0.12941177 0.12941177]
  [0.1254902  0.1254902  0.1254902 ]
  ...
  [0.30588236 0.30588236 0.30588236]
  [0.29411766 0.29411766 0.29411766]
  [0.2784314  0.2784314  0.2784314 ]]

 ...

 [[0.12156863 0.12156863 0.12156863]
  [0.12156863 0.12156863 0.12156863]
  [0.12156863 0.12156863 0.12156863]
  ...
  [0.05490196 0.05490196 0.05490196]
  [0.05098039 0.05098039 0.05098039]
  [0.04705882 0.04705882 0.04705882]]

 [[0.12156863 0.12156863 0.12156863]
  [0.11764706 0.11764706 0.11764706]
  [0.12156863 0.12156863 0.12156863]
  ...
  [0.05490196 0.05490196 0.05490196]
  [0.05098039 0.05098039 0.05098039]
  [0.04705882 0.04705882 0.04705882]]

 [[0.12156863 0.12156863 0.12156863]
  [0.11764706 0.11764706 0.11764706]
  [0.12156863 0.12156863 0.12156863]
  ...
  [0.05490196 0.05490196 0.05490196]
  [0.05098039 0.05098039 0.05098039]
  [0.04705882 0.04705882 0.04705882]]]",Severe
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",Severe
"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.01568628 0.01568628 0.01568628]
  ...
  [0.06666667 0.06666667 0.06666667]
  [0.05098039 0.05098039 0.05098039]
  [0.03529412 0.03529412 0.03529412]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.01176471 0.01176471 0.01176471]
  ...
  [0.06666667 0.06666667 0.06666667]
  [0.05098039 0.05098039 0.05098039]
  [0.03921569 0.03921569 0.03921569]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.00784314 0.00784314 0.00784314]
  ...
  [0.06666667 0.06666667 0.06666667]
  [0.05098039 0.05098039 0.05098039]
  [0.04313726 0.04313726 0.04313726]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]",Severe
"[[[0.4862745  0.4862745  0.4862745 ]
  [0.4862745  0.4862745  0.4862745 ]
  [0.49019608 0.49019608 0.49019608]
  ...
  [0.49019608 0.49019608 0.49019608]
  [0.4745098  0.4745098  0.4745098 ]
  [0.4627451  0.4627451  0.4627451 ]]

 [[0.4862745  0.4862745  0.4862745 ]
  [0.4862745  0.4862745  0.4862745 ]
  [0.49019608 0.49019608 0.49019608]
  ...
  [0.48235294 0.48235294 0.48235294]
  [0.47058824 0.47058824 0.47058824]
  [0.4627451  0.4627451  0.4627451 ]]

 [[0.4862745  0.4862745  0.4862745 ]
  [0.49019608 0.49019608 0.49019608]
  [0.49019608 0.49019608 0.49019608]
  ...
  [0.4745098  0.4745098  0.4745098 ]
  [0.46666667 0.46666667 0.46666667]
  [0.45882353 0.45882353 0.45882353]]

 ...

 [[0.45882353 0.45882353 0.45882353]
  [0.46666667 0.46666667 0.46666667]
  [0.47843137 0.47843137 0.47843137]
  ...
  [0.09803922 0.09803922 0.09803922]
  [0.09803922 0.09803922 0.09803922]
  [0.09803922 0.09803922 0.09803922]]

 [[0.4627451  0.4627451  0.4627451 ]
  [0.47058824 0.47058824 0.47058824]
  [0.47843137 0.47843137 0.47843137]
  ...
  [0.09803922 0.09803922 0.09803922]
  [0.09803922 0.09803922 0.09803922]
  [0.09803922 0.09803922 0.09803922]]

 [[0.4627451  0.4627451  0.4627451 ]
  [0.47058824 0.47058824 0.47058824]
  [0.47843137 0.47843137 0.47843137]
  ...
  [0.09803922 0.09803922 0.09803922]
  [0.09803922 0.09803922 0.09803922]
  [0.09803922 0.09803922 0.09803922]]]",Severe
"[[[0.34509805 0.34509805 0.34509805]
  [0.34901962 0.34901962 0.34901962]
  [0.3529412  0.3529412  0.3529412 ]
  ...
  [0.49411765 0.49411765 0.49411765]
  [0.49019608 0.49019608 0.49019608]
  [0.46666667 0.46666667 0.46666667]]

 [[0.34509805 0.34509805 0.34509805]
  [0.34901962 0.34901962 0.34901962]
  [0.3529412  0.3529412  0.3529412 ]
  ...
  [0.4862745  0.4862745  0.4862745 ]
  [0.47843137 0.47843137 0.47843137]
  [0.45882353 0.45882353 0.45882353]]

 [[0.34509805 0.34509805 0.34509805]
  [0.34901962 0.34901962 0.34901962]
  [0.3529412  0.3529412  0.3529412 ]
  ...
  [0.48235294 0.48235294 0.48235294]
  [0.46666667 0.46666667 0.46666667]
  [0.45490196 0.45490196 0.45490196]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.28627452 0.28627452 0.28627452]
  [0.27450982 0.27450982 0.27450982]
  [0.2509804  0.2509804  0.2509804 ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.28627452 0.28627452 0.28627452]
  [0.27450982 0.27450982 0.27450982]
  [0.25490198 0.25490198 0.25490198]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.28627452 0.28627452 0.28627452]
  [0.27450982 0.27450982 0.27450982]
  [0.25490198 0.25490198 0.25490198]]]",Severe
"[[[0.36862746 0.36862746 0.36862746]
  [0.37254903 0.37254903 0.37254903]
  [0.38039216 0.38039216 0.38039216]
  ...
  [0.25882354 0.25882354 0.25882354]
  [0.23529412 0.23529412 0.23529412]
  [0.21176471 0.21176471 0.21176471]]

 [[0.36862746 0.36862746 0.36862746]
  [0.37254903 0.37254903 0.37254903]
  [0.38039216 0.38039216 0.38039216]
  ...
  [0.25490198 0.25490198 0.25490198]
  [0.23529412 0.23529412 0.23529412]
  [0.21176471 0.21176471 0.21176471]]

 [[0.36862746 0.36862746 0.36862746]
  [0.37254903 0.37254903 0.37254903]
  [0.38039216 0.38039216 0.38039216]
  ...
  [0.25490198 0.25490198 0.25490198]
  [0.23137255 0.23137255 0.23137255]
  [0.20784314 0.20784314 0.20784314]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]",Severe
"[[[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 ...

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]

 [[0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]
  ...
  [0. 0. 0.]
  [0. 0. 0.]
  [0. 0. 0.]]]",Severe
"[[[0.24313726 0.24313726 0.24313726]
  [0.25490198 0.25490198 0.25490198]
  [0.26666668 0.26666668 0.26666668]
  ...
  [0.3019608  0.3019608  0.3019608 ]
  [0.2901961  0.2901961  0.2901961 ]
  [0.2784314  0.2784314  0.2784314 ]]

 [[0.24313726 0.24313726 0.24313726]
  [0.25490198 0.25490198 0.25490198]
  [0.26666668 0.26666668 0.26666668]
  ...
  [0.3019608  0.3019608  0.3019608 ]
  [0.2901961  0.2901961  0.2901961 ]
  [0.2784314  0.2784314  0.2784314 ]]

 [[0.23921569 0.23921569 0.23921569]
  [0.2509804  0.2509804  0.2509804 ]
  [0.26666668 0.26666668 0.26666668]
  ...
  [0.3019608  0.3019608  0.3019608 ]
  [0.28627452 0.28627452 0.28627452]
  [0.27450982 0.27450982 0.27450982]]

 ...

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.00784314 0.00784314 0.00784314]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.00784314 0.00784314 0.00784314]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.01176471 0.01176471 0.01176471]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]",Severe
"[[[0.30588236 0.30588236 0.30588236]
  [0.30980393 0.30980393 0.30980393]
  [0.32156864 0.32156864 0.32156864]
  ...
  [0.3882353  0.3882353  0.3882353 ]
  [0.3764706  0.3764706  0.3764706 ]
  [0.3647059  0.3647059  0.3647059 ]]

 [[0.30980393 0.30980393 0.30980393]
  [0.3137255  0.3137255  0.3137255 ]
  [0.32156864 0.32156864 0.32156864]
  ...
  [0.38431373 0.38431373 0.38431373]
  [0.3764706  0.3764706  0.3764706 ]
  [0.3647059  0.3647059  0.3647059 ]]

 [[0.31764707 0.31764707 0.31764707]
  [0.31764707 0.31764707 0.31764707]
  [0.32156864 0.32156864 0.32156864]
  ...
  [0.38039216 0.38039216 0.38039216]
  [0.3764706  0.3764706  0.3764706 ]
  [0.3647059  0.3647059  0.3647059 ]]

 ...

 [[0.0627451  0.0627451  0.0627451 ]
  [0.08627451 0.08627451 0.08627451]
  [0.10196079 0.10196079 0.10196079]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.0627451  0.0627451  0.0627451 ]
  [0.08235294 0.08235294 0.08235294]
  [0.09803922 0.09803922 0.09803922]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.05882353 0.05882353 0.05882353]
  [0.08235294 0.08235294 0.08235294]
  [0.09411765 0.09411765 0.09411765]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]",Severe
"[[[0.44705883 0.44705883 0.44705883]
  [0.4509804  0.4509804  0.4509804 ]
  [0.45490196 0.45490196 0.45490196]
  ...
  [0.5058824  0.5058824  0.5058824 ]
  [0.5019608  0.5019608  0.5019608 ]
  [0.49803922 0.49803922 0.49803922]]

 [[0.44313726 0.44313726 0.44313726]
  [0.4509804  0.4509804  0.4509804 ]
  [0.45490196 0.45490196 0.45490196]
  ...
  [0.5058824  0.5058824  0.5058824 ]
  [0.5019608  0.5019608  0.5019608 ]
  [0.49803922 0.49803922 0.49803922]]

 [[0.43529412 0.43529412 0.43529412]
  [0.44705883 0.44705883 0.44705883]
  [0.45490196 0.45490196 0.45490196]
  ...
  [0.5058824  0.5058824  0.5058824 ]
  [0.5019608  0.5019608  0.5019608 ]
  [0.49803922 0.49803922 0.49803922]]

 ...

 [[0.09019608 0.09019608 0.09019608]
  [0.11764706 0.11764706 0.11764706]
  [0.13333334 0.13333334 0.13333334]
  ...
  [0.40784314 0.40784314 0.40784314]
  [0.40392157 0.40392157 0.40392157]
  [0.39607844 0.39607844 0.39607844]]

 [[0.09019608 0.09019608 0.09019608]
  [0.11372549 0.11372549 0.11372549]
  [0.12941177 0.12941177 0.12941177]
  ...
  [0.40784314 0.40784314 0.40784314]
  [0.40392157 0.40392157 0.40392157]
  [0.39607844 0.39607844 0.39607844]]

 [[0.09019608 0.09019608 0.09019608]
  [0.10980392 0.10980392 0.10980392]
  [0.12941177 0.12941177 0.12941177]
  ...
  [0.40784314 0.40784314 0.40784314]
  [0.40392157 0.40392157 0.40392157]
  [0.39607844 0.39607844 0.39607844]]]",Severe
"[[[0.16862746 0.16862746 0.16862746]
  [0.18431373 0.18431373 0.18431373]
  [0.2        0.2        0.2       ]
  ...
  [0.41568628 0.41568628 0.41568628]
  [0.40784314 0.40784314 0.40784314]
  [0.39607844 0.39607844 0.39607844]]

 [[0.16470589 0.16470589 0.16470589]
  [0.18431373 0.18431373 0.18431373]
  [0.19607843 0.19607843 0.19607843]
  ...
  [0.42352942 0.42352942 0.42352942]
  [0.4117647  0.4117647  0.4117647 ]
  [0.4        0.4        0.4       ]]

 [[0.16078432 0.16078432 0.16078432]
  [0.18039216 0.18039216 0.18039216]
  [0.19607843 0.19607843 0.19607843]
  ...
  [0.42745098 0.42745098 0.42745098]
  [0.41568628 0.41568628 0.41568628]
  [0.40392157 0.40392157 0.40392157]]

 ...

 [[0.19607843 0.19607843 0.19607843]
  [0.21960784 0.21960784 0.21960784]
  [0.24705882 0.24705882 0.24705882]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.2        0.2        0.2       ]
  [0.22352941 0.22352941 0.22352941]
  [0.25490198 0.25490198 0.25490198]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.2        0.2        0.2       ]
  [0.22745098 0.22745098 0.22745098]
  [0.25882354 0.25882354 0.25882354]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]]",Severe
"[[[0.26666668 0.26666668 0.26666668]
  [0.27450982 0.27450982 0.27450982]
  [0.2901961  0.2901961  0.2901961 ]
  ...
  [0.11764706 0.11764706 0.11764706]
  [0.12156863 0.12156863 0.12156863]
  [0.12156863 0.12156863 0.12156863]]

 [[0.2627451  0.2627451  0.2627451 ]
  [0.27450982 0.27450982 0.27450982]
  [0.2901961  0.2901961  0.2901961 ]
  ...
  [0.11764706 0.11764706 0.11764706]
  [0.12156863 0.12156863 0.12156863]
  [0.12156863 0.12156863 0.12156863]]

 [[0.25882354 0.25882354 0.25882354]
  [0.27450982 0.27450982 0.27450982]
  [0.29411766 0.29411766 0.29411766]
  ...
  [0.12156863 0.12156863 0.12156863]
  [0.12156863 0.12156863 0.12156863]
  [0.12156863 0.12156863 0.12156863]]

 ...

 [[0.03137255 0.03137255 0.03137255]
  [0.03137255 0.03137255 0.03137255]
  [0.03529412 0.03529412 0.03529412]
  ...
  [0.10980392 0.10980392 0.10980392]
  [0.11372549 0.11372549 0.11372549]
  [0.11372549 0.11372549 0.11372549]]

 [[0.03137255 0.03137255 0.03137255]
  [0.03137255 0.03137255 0.03137255]
  [0.03529412 0.03529412 0.03529412]
  ...
  [0.10980392 0.10980392 0.10980392]
  [0.11372549 0.11372549 0.11372549]
  [0.11372549 0.11372549 0.11372549]]

 [[0.03137255 0.03137255 0.03137255]
  [0.03137255 0.03137255 0.03137255]
  [0.03529412 0.03529412 0.03529412]
  ...
  [0.10980392 0.10980392 0.10980392]
  [0.11372549 0.11372549 0.11372549]
  [0.11372549 0.11372549 0.11372549]]]",Severe
"[[[0.47843137 0.47843137 0.47843137]
  [0.4745098  0.4745098  0.4745098 ]
  [0.4745098  0.4745098  0.4745098 ]
  ...
  [0.2627451  0.2627451  0.2627451 ]
  [0.25490198 0.25490198 0.25490198]
  [0.24705882 0.24705882 0.24705882]]

 [[0.4745098  0.4745098  0.4745098 ]
  [0.4745098  0.4745098  0.4745098 ]
  [0.4745098  0.4745098  0.4745098 ]
  ...
  [0.2627451  0.2627451  0.2627451 ]
  [0.25882354 0.25882354 0.25882354]
  [0.2509804  0.2509804  0.2509804 ]]

 [[0.4745098  0.4745098  0.4745098 ]
  [0.4745098  0.4745098  0.4745098 ]
  [0.4745098  0.4745098  0.4745098 ]
  ...
  [0.2627451  0.2627451  0.2627451 ]
  [0.25882354 0.25882354 0.25882354]
  [0.2509804  0.2509804  0.2509804 ]]

 ...

 [[0.38039216 0.38039216 0.38039216]
  [0.3882353  0.3882353  0.3882353 ]
  [0.39607844 0.39607844 0.39607844]
  ...
  [0.09803922 0.09803922 0.09803922]
  [0.07843138 0.07843138 0.07843138]
  [0.05882353 0.05882353 0.05882353]]

 [[0.3764706  0.3764706  0.3764706 ]
  [0.3882353  0.3882353  0.3882353 ]
  [0.39607844 0.39607844 0.39607844]
  ...
  [0.09411765 0.09411765 0.09411765]
  [0.07450981 0.07450981 0.07450981]
  [0.05882353 0.05882353 0.05882353]]

 [[0.3764706  0.3764706  0.3764706 ]
  [0.38431373 0.38431373 0.38431373]
  [0.39607844 0.39607844 0.39607844]
  ...
  [0.09411765 0.09411765 0.09411765]
  [0.07058824 0.07058824 0.07058824]
  [0.05882353 0.05882353 0.05882353]]]",Severe
